segment,task_id,soc,occupation_title,skill_onet_wa,dwa_titles,E_onet_task,classification,confidence,matched_categories,matched_indicators,task_text,justification
non_wawc,16171,15-1299.09,Information Technology Project Managers,"['Organizing, Planning, and Prioritizing Work', 'Guiding, Directing, and Motivating Subordinates']",Develop detailed project plans. | Manage information technology projects or system activities.,,Not Intrapreneurial,High,,,Develop and manage work breakdown structure (WBS) of information technology projects.,"Creating and maintaining a WBS is routine project planning and execution (organizing/plan work) for IT projects; it does not indicate idea generation, opportunity discovery, advocacy for new business, implementation of new ventures, risk-taking innovation, or eco-innovation as defined by criteria I–VI."
non_wawc,16167,15-1299.09,Information Technology Project Managers,"['Guiding, Directing, and Motivating Subordinates']",Assign duties or work schedules to employees.,,Intrapreneurial,High,III | V.A,Direct roles and define spans of authority | Manage and direct personnel to execute project activities,"Assign duties, responsibilities, and spans of authority to project personnel.","This task is a role-specific managerial action involving directing and defining roles/authority for project staff, which matches intrapreneurial criteria for managerial behavior (V.A) and execution/management (III). As an IT Project Manager (metadata), assigning duties is a decisive leadership action that enables implementation of initiatives."
non_wawc,7373,15-2021.00,Mathematicians,['Analyzing Data or Information'],Analyze data to identify trends or relationships among variables.,,Not Intrapreneurial,High,,,"Address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.","This task describes routine mathematical analysis and symbolic representation without indications of generating new business opportunities, planning/advocacy, implementing innovations, managerial actions, or eco-innovation. It is technical/analytical work aligned with core mathematician duties rather than intrapreneurial behaviors."
non_wawc,7371,15-2021.00,Mathematicians,['Thinking Creatively'],Design computer modeling or simulation programs.,,Intrapreneurial,Medium,I | II | III | IV,Generate creative ideas and search for new techniques or technologies | Design new products or recombine resources (convert ideas into usable models) | Implement new ideas and put effort into pursuing new analytical capabilities | Show innovative and creative behaviors and take risks in novel model design,Develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,"Developing models for analysis/simulation typically requires creative idea generation, searching and applying new techniques, and designing tools that enable new analyses or products. This aligns with opportunity discovery and innovation (I, IV) and often involves planning and converting concepts into usable computational models (II) and implementation of new analytical capabilities (III). The occupation context (designing modeling/simulation programs; creative thinking) supports an intrapreneurial interpretation."
non_wawc,7370,15-2021.00,Mathematicians,['Analyzing Data or Information'],Analyze data to identify trends or relationships among variables.,,Not Intrapreneurial,High,,,Perform computations and apply methods of numerical analysis to data.,"The task describes routine technical execution of computations and numerical-analysis methods on data without signals of generating new ideas, advocating plans, implementing novel business activities, taking risks, managerial actions, or eco-innovation. It aligns with maintenance/analytic work rather than intrapreneurial opportunity behaviors."
non_wawc,7372,15-2021.00,Mathematicians,['Analyzing Data or Information'],Analyze data to identify trends or relationships among variables.,,Intrapreneurial,High,I | II,Generate creative ideas / alternative scenarios | Anticipate problems and opportunities by exploring consequences | Design new approaches and prepare groundwork for plans,"Assemble sets of assumptions, and explore the consequences of each set.","Assembling assumption sets and exploring consequences is opportunity-oriented analytical work that anticipates problems, generates alternative ideas, and identifies potential strategic directions—matching Opportunity Discovery and Idea Generation (I) and elements of Planning/Preparation (II) in an analytical/mathematical role."
non_wawc,7368,15-2021.00,Mathematicians,['Making Decisions and Solving Problems'],Determine appropriate methods for data analysis.,,Intrapreneurial,High,I | III | IV,Generate creative ideas and new techniques | Search for and apply methods from science/engineering/business applications | Implement new solutions and pursue novel problem-solving approaches | Show innovative and creative behaviors and take methodological risks,Develop computational methods for solving problems that occur in areas of science and engineering or that come from applications in business or industry.,"Developing new computational methods requires generating creative ideas, searching for and applying new techniques, and implementing novel solutions for applied problems—matching opportunity discovery (I), execution/implementation (III), and innovative/risk-taking behaviors (IV). In the mathematician/analyst role context this is clearly creating new capabilities rather than routine maintenance."
non_wawc,8956,15-2041.00,Statisticians,['Analyzing Data or Information'],Analyze data to identify trends or relationships among variables.,,Not Intrapreneurial,High,,,Analyze and interpret statistical data to identify significant differences in relationships among sources of information.,"This is routine analytical work (data analysis/interpretation) with no explicit signals of generating business opportunities, planning/advocacy, implementing new initiatives, risk-taking, managerial entrepreneurial actions, or eco-innovation. It aligns with operational/statistical execution rather than intrapreneurial criteria."
non_wawc,8953,15-2041.00,Statisticians,"['Thinking Creatively', 'Documenting/Recording Information']",Prepare analytical reports. | Prepare graphics or other visual representations of information.,,Not Intrapreneurial,High,,,"Report results of statistical analyses, including information in the form of graphs, charts, and tables.","This task describes routine reporting and visualization of analysis results (documentation/recording) without signals of idea generation, business planning, advocacy, implementation of new opportunities, risk-taking, managerial entrepreneurial actions, or eco-innovation (does not match criteria I–VI)."
non_wawc,8957,15-2041.00,Statisticians,"['Processing Information', 'Working with Computers']",Evaluate data quality. | Prepare data for analysis.,,Not Intrapreneurial,High,,,"Prepare data for processing by organizing information, checking for inaccuracies, and adjusting and weighting the raw data.","This is routine data-preparation and quality-checking work (organizing, error-checking, adjusting/weighting) focused on execution and maintenance rather than discovering opportunities, planning new business activities, advocating change, leading implementation of new ventures, or eco-innovation."
non_wawc,8955,15-2041.00,Statisticians,['Analyzing Data or Information'],Analyze data to identify trends or relationships among variables.,,Not Intrapreneurial,High,,Analyze data to identify trends and relationships (routine analytic work) | Assess factors that could affect research results (investigative/quality control),"Identify relationships and trends in data, as well as any factors that could affect the results of research.","This task describes routine data analysis and assessment of factors affecting research results without explicit signals of opportunity discovery, idea generation, advocacy, implementation, risk-taking, managerial actions, or eco-innovation (criteria I–VI). While it supports decision-making, it is analytic maintenance rather than initiating or championing new business activities."
non_wawc,8961,15-2041.00,Statisticians,['Thinking Creatively'],Design research studies to obtain scientific information.,,Intrapreneurial,Medium,I,Design new experiments and ask the right questions | Search out and apply valid scientific techniques | Use baseline/historical data to structure analyses (anticipate problems and refine approach),"Design research projects that apply valid scientific techniques, and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.","The task explicitly involves designing experiments and asking the right methodological questions, matching Criterion I (Opportunity Discovery and Idea Generation: 'design new experiments', 'ask the right questions, remain flexible, and learn'). As a statistician designing research projects and structuring analyses from baseline/historical data, this shows proactive generation and structuring of novel investigative approaches within the organization."
non_wawc,8954,15-2041.00,Statisticians,['Working with Computers'],Prepare data for analysis.,,Not Intrapreneurial,High,,,"Process large amounts of data for statistical modeling and graphic analysis, using computers.","The task describes routine data processing and analysis using computers without mention of generating new opportunities, planning/advocacy, implementing new business activities, taking innovation/risk, managerial role actions, or eco-innovation. It aligns with routine execution/maintenance rather than criteria I–VI."
non_wawc,16265,15-2041.01,Biostatisticians,['Analyzing Data or Information'],Analyze health-related data.,,Not Intrapreneurial,High,,,"Analyze clinical or survey data, using statistical approaches such as longitudinal analysis, mixed-effect modeling, logistic regression analyses, and model-building techniques.","This task describes routine technical data analysis and model-building without signals of opportunity discovery, advocacy, launching new initiatives, managerial actions, or eco-innovation. It is execution of analytic methods rather than entrepreneurial behavior (no I–VI criteria matched)."
non_wawc,16246,15-2041.01,Biostatisticians,['Making Decisions and Solving Problems'],Determine appropriate methods for data analysis.,,Not Intrapreneurial,High,,Routine statistical planning and calculation | Determining appropriate methods for data analysis (role context),Calculate sample size requirements for clinical studies.,"This is a technical, routine statistical planning task for study design (determining appropriate analysis/sample parameters). It lacks signals of opportunity discovery, internal advocacy, implementation of new business activities, innovation/risk-taking, managerial entrepreneurship, or eco-innovation described in criteria I–VI."
non_wawc,16252,15-2041.01,Biostatisticians,['Thinking Creatively'],Prepare graphics or other visual representations of information.,,Not Intrapreneurial,High,,,Prepare tables and graphs to present clinical data or results.,"Creating tables and graphs is routine data presentation/communication without signals of opportunity discovery, advocacy, implementation of new business activities, managerial actions, risk-taking, or eco-innovation; aligns with routine/administrative task in biostatistics context."
non_wawc,16249,15-2041.01,Biostatisticians,['Working with Computers'],Write computer programming code.,,Not Intrapreneurial,High,,,Write program code to analyze data with statistical analysis software.,"The task describes routine technical coding for data analysis without signals of idea generation, opportunity discovery, advocacy, implementation of new business activities, risk-taking, managerial actions, or eco-innovation. It aligns with routine execution/maintenance rather than criteria I–VI."
non_wawc,16262,15-2041.01,Biostatisticians,['Making Decisions and Solving Problems'],Determine appropriate methods for data analysis.,,Not Intrapreneurial,High,,,Review clinical or other medical research protocols and recommend appropriate statistical analyses.,"This task is a routine, technical advisory activity focused on selecting appropriate analysis methods for protocols rather than generating opportunities, championing new initiatives, implementing new business activities, taking innovative risks, or performing managerial entrepreneurial actions (does not meet criteria I–VI). The biostatistician context supports routine expert decision-making rather than intrapreneurial behavior."
non_wawc,16150,15-2051.01,Business Intelligence Analysts,['Documenting/Recording Information'],Prepare analytical reports.,,Not Intrapreneurial,High,,,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.","This is routine reporting/documentation for stakeholder review without signals of opportunity discovery, idea generation, advocacy, implementation, risk-taking, managerial actions to create new business, or eco-innovation. It aligns with administrative/analytical reporting duties rather than intrapreneurial behaviors."
non_wawc,16140,15-2051.01,Business Intelligence Analysts,['Developing Objectives and Strategies'],Develop information communication procedures.,,Not Intrapreneurial,High,,,Manage timely flow of business intelligence information to users.,"The task describes routine management and dissemination of information (operational/administrative service) without signals of opportunity discovery, advocacy for new initiatives, implementation of new business models, innovation, or eco-innovation. While it aligns with standard information-communication procedures for BI analysts, it lacks criteria I–VI indicators of intrapreneurial behavior."
non_wawc,16146,15-2051.01,Business Intelligence Analysts,['Analyzing Data or Information'],Analyze market or customer related data.,,Not Intrapreneurial,High,,,"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.","Task describes routine collection of information from existing sources without indication of idea generation, opportunity recognition, planning, advocacy, implementation, risk-taking, or managerial actions. While data collection can support opportunity discovery (criterion I), the task as written is a preparatory, information-gathering activity rather than active intrapreneurial behavior."
non_wawc,16143,15-2051.01,Business Intelligence Analysts,"['Communicating with Supervisors, Peers, or Subordinates']",Report information to managers or other personnel.,,Not Intrapreneurial,High,,,"Disseminate information regarding tools, reports, or metadata enhancements.","The task describes routine information dissemination (reporting/communicating updates) without signals of generating opportunities, planning or advocating new initiatives, implementing new ventures, taking risks, managerial role actions to create new business, or eco-innovation. It aligns with administrative/communication duties for business intelligence personnel."
non_wawc,16136,15-2051.01,Business Intelligence Analysts,['Analyzing Data or Information'],Analyze market or customer related data.,,Intrapreneurial,Medium,I,Scan the environment for opportunities and threats | Acquire information about competitors/customers | Recognize and perceive opportunities worth pursuing,"Identify or monitor current and potential customers, using business intelligence tools.","Monitoring and identifying current and potential customers with BI tools aligns with Opportunity Discovery and Idea Generation (I): scanning the environment, acquiring market/customer information, and recognizing opportunities worth pursuing. As a Business Intelligence Analyst task it supports discovery of new market or customer opportunities that can be converted into business initiatives."
non_wawc,16135,15-2051.01,Business Intelligence Analysts,['Thinking Creatively'],Develop models of information or communications systems.,,Not Intrapreneurial,High,,,"Maintain library of model documents, templates, or other reusable knowledge assets.","This task describes routine maintenance and curation of existing knowledge assets rather than generating new opportunities, planning or advocating new initiatives, implementing innovations, taking risks, or performing managerial actions to create new business activities. It aligns with routine execution/administrative work rather than criteria I–VI."
non_wawc,16284,15-2051.02,Clinical Data Managers,"['Processing Information', 'Working with Computers']",Evaluate data quality. | Prepare data for analysis.,,Not Intrapreneurial,High,,,"Process clinical data, including receipt, entry, verification, or filing of information.","This task describes routine data receipt, entry, verification, and filing—administrative/operational work without signals of opportunity discovery, planning/advocacy, implementation of new business activities, innovative risk-taking, managerial entrepreneurial actions, or eco-innovation."
non_wawc,16280,15-2051.02,Clinical Data Managers,['Analyzing Data or Information'],Analyze data to identify or resolve operational problems.,,Not Intrapreneurial,High,,Routine data validation and correction | Maintenance-oriented operational problem resolution,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.","This task describes routine data quality/control work—creating queries to correct validation errors and omissions is maintenance and problem resolution within established processes, not opportunity discovery, planning/advocacy, implementation of new business activities, or eco-innovation. It aligns with operational troubleshooting in the clinical data management context rather than intrapreneurial behaviors (I–VI)."
non_wawc,16279,15-2051.02,Clinical Data Managers,"['Monitoring Processes, Materials, or Surroundings']",Monitor operational activities to ensure compliance with regulations or standard operating procedures.,,Not Intrapreneurial,High,,"Routine monitoring of productivity or quality | Ensure compliance with standard operating procedures | No indication of idea generation, advocacy, implementation of new opportunities, or eco-innovation",Monitor work productivity or quality to ensure compliance with standard operating procedures.,"This task describes routine monitoring and compliance with SOPs without signals of generating ideas, planning new business activities, implementing innovations, taking risks, or managerial actions to create new opportunities. It aligns with maintenance/administrative monitoring rather than criteria I–VI."
non_wawc,16277,15-2051.02,Clinical Data Managers,['Documenting/Recording Information'],Prepare analytical reports.,,Not Intrapreneurial,High,,Routine preparation of reports and data listings (administrative/documentation),"Prepare data analysis listings and activity, performance, or progress reports.","This task describes routine preparation of reports and data listings (documenting/recording information) without signals of opportunity discovery, planning/advocacy, implementation of new initiatives, innovation, risk-taking, managerial entrepreneurship, or eco-innovation. It aligns with administrative/reporting work rather than criteria I–VI."
non_wawc,16283,15-2051.02,Clinical Data Managers,['Analyzing Data or Information'],Analyze health-related data.,,Not Intrapreneurial,High,,,Analyze clinical data using appropriate statistical tools.,"This task describes routine analysis work—applying statistical tools to clinical data—without signals of opportunity discovery, planning/advocacy, implementation of new business activities, innovation/risk-taking, managerial entrepreneurial actions, or eco-innovation. It aligns with routine execution/maintenance rather than criteria I–VI."
non_wawc,16270,15-2051.02,Clinical Data Managers,"['Developing Objectives and Strategies', 'Communicating with Supervisors, Peers, or Subordinates']",Communicate project information to others. | Develop procedures for data management.,,Intrapreneurial,Medium,II | V.B,Plan and organize technical requirements (develop specifications) | Promote and communicate requirements to IT (internal issue selling / build linkages) | Link groups and shepherd opportunity from concept to implementation,Develop technical specifications for data management programming and communicate needs to information technology staff.,"Creating technical specifications and communicating requirements involves planning/preparation and internal advocacy to enable new or improved data-management capabilities (matches II). Coordinating with IT and translating project needs links groups and shepherds implementation, a middle-managerial collaborative action (matches V.B)."
non_wawc,16274,15-2051.02,Clinical Data Managers,['Getting Information'],Collect archival data.,,Not Intrapreneurial,High,,,"Track the flow of work forms, including in-house data flow or electronic forms transfer.","This task describes routine monitoring and administration of form/data flow (maintenance and operational tracking) without signals of opportunity discovery, idea generation, planning/advocacy, implementation of new ventures, innovation, risk-taking, managerial change actions, or eco-innovation. It aligns with administrative data-handling duties typical for clinical data management."
non_wawc,20483,17-1011.00,"Architects, Except Landscape and Naval","['Thinking Creatively', 'Organizing, Planning, and Prioritizing Work']",Create graphical representations of structures or landscapes. | Prepare detailed work plans.,,Not Intrapreneurial,High,,"Prepare detailed construction plans (routine documentation) | Produce aesthetic representations (standard design deliverable) | No signals of opportunity generation, advocacy, launching new activities, or eco-innovation",Develop final construction plans that include aesthetic representations of the structure or details for its construction.,"This task describes routine professional delivery of final construction drawings and aesthetic representations—preparation and documentation rather than opportunity discovery, advocacy, implementation of new business activities, or explicit innovation/risk-taking. It aligns with standard architectural work-planning duties in the metadata rather than intrapreneurial behaviors (I–VI)."
non_wawc,20479,17-1011.00,"Architects, Except Landscape and Naval",['Thinking Creatively'],Create graphical representations of structures or landscapes.,,Not Intrapreneurial,High,,,"Prepare scale drawings or architectural designs, using computer-aided design or other tools.","This task describes routine preparation of scale drawings/designs using CAD tools—a core executional/production activity for architects without explicit signals of opportunity discovery, advocacy, launching new business activities, managerial entrepreneurial actions, risk-taking innovation, or eco-innovation as defined in criteria I–VI."
non_wawc,130,17-1011.00,"Architects, Except Landscape and Naval",['Documenting/Recording Information'],Document technical design details.,,Not Intrapreneurial,High,,,"Prepare information regarding design, structure specifications, materials, color, equipment, estimated costs, or construction time.","The task describes routine preparation and documentation of design and cost/specification details for construction—primarily administrative/planning support without signals of opportunity discovery, championing new initiatives, implementation of novel ideas, risk-taking, or eco-innovation. Context (architect role, documenting design) reinforces routine technical documentation rather than entrepreneurial action."
non_wawc,136,17-1011.00,"Architects, Except Landscape and Naval",['Thinking Creatively'],Design structures or facilities.,,Intrapreneurial,Medium,I | II | III | IV,Generate creative design ideas and technical integration | Design/recombine resources into new unified designs | Implement new design solutions and lead solution development | Use innovative/out-of-the-box technical approaches,Integrate engineering elements into unified architectural designs.,"Integrating engineering into architectural designs involves creative design work and recombining technical resources (II), generating and applying design ideas and technical solutions (I, III), and reflects innovative problem-solving typical of architects (skill context: creative thinking)."
non_wawc,20486,17-1011.00,"Architects, Except Landscape and Naval",['Thinking Creatively'],Design structures or facilities.,,Not Intrapreneurial,High,,,Plan layouts of structural architectural projects.,"This task describes routine professional design work (planning layouts) for architectural projects without explicit signals of opportunity discovery, advocacy, launching new business activities, risk-taking for innovation, or eco-innovation measures. It is primarily execution/technical design rather than entrepreneurial initiation (does not match criteria I–VI)."
non_wawc,134,17-1011.00,"Architects, Except Landscape and Naval",['Documenting/Recording Information'],"Prepare contracts, disclosures, or applications.",,Not Intrapreneurial,High,,,Prepare contract documents for building contractors.,"Preparing contract documents is a routine administrative/legal task (documentation and disclosures) for architects; it does not involve opportunity discovery, planning/advocacy for new business, implementation of innovations, risk-taking to create new ventures, managerial entrepreneurial actions, or eco-innovation activities."
non_wawc,19596,17-1011.00,"Architects, Except Landscape and Naval",['Thinking Creatively'],Incorporate green features into the design of structures or facilities.,,Not Intrapreneurial,High,,,"Plan or design structures such as residences, office buildings, theatres, factories, or other structural properties in accordance with environmental, safety, or other regulations.","This description indicates routine professional design work focused on compliance with regulations rather than explicit opportunity discovery, internal advocacy, launching new business activities, or demonstrated innovation/risk-taking. While it requires professional creativity and may touch environmental rules (metadata shows green feature incorporation), the task as written is compliance-driven and standard execution of design responsibilities."
non_wawc,20488,17-1011.00,"Architects, Except Landscape and Naval",['Thinking Creatively'],Create graphical representations of structures or landscapes.,,Not Intrapreneurial,High,,,"Create three-dimensional or interactive representations of designs, using computer-assisted design software.","This task is a technical/creative execution activity (visualization using CAD) without explicit signals of opportunity discovery, business planning, advocacy, implementation of new ventures, risk-taking, or managerial actions described in criteria I–VI. While it requires creativity (occupation context: architects, 'Thinking Creatively'), it primarily describes routine production of design representations rather than intrapreneurial behaviors like proposing new business models, championing ideas, or leading implementation."
non_wawc,19594,17-1011.00,"Architects, Except Landscape and Naval",['Getting Information'],Investigate the environmental impact of projects.,,Intrapreneurial,Medium,I | VI,Scan the environment for opportunities and threats | Recognize and perceive opportunities worth pursuing | Investigate environmental impact / enable environmental benefits,Gather information related to projects' environmental sustainability or operational efficiency.,"Collecting information on environmental sustainability and operational efficiency constitutes opportunity scanning and environmental investigation that can reveal improvement or innovation opportunities (Criterion I) and directly relates to eco-innovation activities (Criterion VI). Metadata indicating investigation of environmental impact reinforces the intrapreneurial, opportunity-discovery nature."
non_wawc,147,17-2051.00,Civil Engineers,['Making Decisions and Solving Problems'],Estimate technical or resource requirements for development or production projects.,,Not Intrapreneurial,High,,,"Compute load and grade requirements, water flow rates, or material stress factors to determine design specifications.","This task describes routine technical calculations and specification determination typical of engineering design work (estimating requirements). It lacks signals of opportunity discovery, idea generation, advocacy, implementation of new business activities, risk-taking, or eco-innovation initiatives (no criteria I–VI matched)."
non_wawc,20491,17-2051.00,Civil Engineers,['Thinking Creatively'],Create graphical representations of civil structures.,,Intrapreneurial,Medium,II | III,Develop comprehensive plans / convert ideas into feasible plans (design transportation or hydraulic systems) | Design new products or recombine resources (designing systems/structures) | Implement new ideas / put effort into pursuing new business opportunities (leading technical implementation of designs),"Plan and design transportation or hydraulic systems or structures, using computer-assisted design or drawing tools.","The task involves planning and designing new or reconfigured systems (civil engineering CAD design), which matches planning/preparation and translating ideas into concrete plans and designs (Criterion II). It also supports execution/implementation of new technical solutions for infrastructure (Criterion III). Metadata (civil engineers; creative thinking; CAD/drawing) reinforces a role that converts ideas into engineered solutions."
non_wawc,20492,17-2051.00,Civil Engineers,['Analyzing Data or Information'],Evaluate technical data to determine effect on designs or plans.,,Not Intrapreneurial,High,,,"Analyze survey reports, maps, drawings, blueprints, aerial photography, or other topographical or geologic data.","This is a technical, routine analytical task for informing designs (civil engineering context) without explicit signals of idea generation, opportunity discovery, advocacy, implementation of new business activities, risk-taking, managerial entrepreneurial actions, or eco-innovation. It supports design decisions but does not itself propose or champion new ventures or innovations."
non_wawc,151,17-2051.00,Civil Engineers,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",Estimate operational costs.,,Not Intrapreneurial,High,,,"Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.","The task describes routine estimating and feasibility assessment—a technical, administrative activity focused on quantification and costing rather than generating or championing new opportunities, implementing innovations, taking entrepreneurial risks, or performing higher-level managerial actions required by intrapreneurship criteria."
non_wawc,19607,17-2051.00,Civil Engineers,['Thinking Creatively'],Incorporate green features into the design of structures or facilities.,,Intrapreneurial,High,VI | I | IV,Reduce energy use during the production/process or operation | Enable environmental benefits through design (green features) | Search out new techniques and technologies for efficiency | Show innovative and creative behaviors in design | Anticipate problems and opportunities related to sustainability,Design energy-efficient or environmentally sound civil structures.,"The task explicitly targets eco-innovation by designing energy-efficient and environmentally sound structures, matching eco-innovation criteria (VI) and opportunity generation/innovative behavior (I, IV). As a civil engineer, this entails searching for new techniques, reducing energy/material use, and applying creative, risk-taking design solutions rather than routine maintenance."
non_wawc,20854,17-2199.03,"Energy Engineers, Except Wind and Solar","['Analyzing Data or Information', 'Providing Consultation and Advice to Others']",Advise others regarding green practices or environmental concerns. | Analyze energy usage data.,,Intrapreneurial,High,I | II | VI,Search for opportunities and identify energy-saving measures | Convert findings into recommended strategies and advise others | Reduce energy use during the production/operation process (eco-innovation),Identify and recommend energy savings strategies to achieve more energy-efficient operation.,"Task involves scanning for opportunities to improve energy efficiency and recommending strategies (opportunity discovery and planning), and directly relates to eco-innovation by reducing energy use during production/operation. This matches criteria I (identify opportunities), II (recommend/advocate plans), and VI (eco-innovation)."
non_wawc,18156,17-2199.03,"Energy Engineers, Except Wind and Solar","['Monitoring Processes, Materials, or Surroundings']",Monitor industrial energy consumption or management.,,Not Intrapreneurial,High,,,Monitor and analyze energy consumption.,"The task describes routine monitoring and analysis without mention of generating opportunities, planning or advocating change, implementing solutions, taking risks, or performing managerial actions to create new business or eco-innovation (no clear match to criteria I–VI). Metadata indicates an energy-monitoring role, which supports operational monitoring rather than intrapreneurial activity."
non_wawc,20858,17-2199.03,"Energy Engineers, Except Wind and Solar",['Analyzing Data or Information'],Analyze energy usage data.,,Not Intrapreneurial,High,,,Verify energy bills and meter readings.,"The task describes routine verification/administrative monitoring of bills and meter readings without signals of opportunity discovery, innovation, planning, implementation, risk-taking, managerial initiative, or eco-innovation measures (criteria I–VI). Metadata (energy engineer, analyze usage data) provides context but the specific task is maintenance-oriented."
non_wawc,20861,17-2199.03,"Energy Engineers, Except Wind and Solar",['Documenting/Recording Information'],Prepare technical or operational reports.,,Not Intrapreneurial,High,,Documenting/recording information (routine reporting) | Prepare technical or operational reports (administrative task),Prepare energy-related project reports or related documentation.,"Task describes routine preparation of reports/documentation (administrative/documenting activity) without explicit signals of opportunity discovery, business planning, advocacy, implementation of new initiatives, innovative risk-taking, managerial entrepreneurial actions, or explicit eco-innovation measures."
non_wawc,18157,17-2199.03,"Energy Engineers, Except Wind and Solar",['Selling or Influencing Others'],Perform marketing activities.,,Intrapreneurial,High,II | VI,Promote and champion ideas to others (internal issue selling) | Build internal coalitions and persuade management (implied by promotion/marketing) | Enable environmental benefits from end-user consumption (promote renewables) | Address tasks influenced by the greening of the economy,Promote awareness or use of alternative or renewable energy sources.,"Task involves advocacy and promotion of new/eco-friendly opportunities inside the organization or to stakeholders, matching Planning/Advocacy behaviors (II) and Eco-Innovation (VI): championing ideas, influencing adoption of renewables, and enabling environmental benefits."
non_wawc,19648,17-2199.03,"Energy Engineers, Except Wind and Solar",['Working with Computers'],Operate computer systems.,,Intrapreneurial,High,III | VI,Implement new ideas / put effort into pursuing new opportunities (write/install routines) | Find solutions / lead idea development for operational improvements | Reduce energy use during the production/operation process | Enable environmental benefits from end-user consumption through energy management,Write or install energy management routines for building automation systems.,Developing or installing energy management routines implements technical solutions that enable energy reduction and operational improvements (matches Execution/Implementation III) and directly advances eco-innovation by reducing energy use in production/operation (matches VI). The work involves creating or deploying new routines/controls rather than purely routine maintenance.
non_wawc,21917,17-3011.00,Architectural and Civil Drafters,['Thinking Creatively'],Create graphical representations of civil structures.,,Not Intrapreneurial,High,,,"Produce drawings, using computer-assisted drafting systems (CAD) or drafting machines, or by hand, using compasses, dividers, protractors, triangles, and other drafting devices.","This task describes routine production of technical drawings (execution/production) without signals of idea generation, opportunity scouting, planning/advocacy, leading implementation of new business activities, risk-taking, managerial actions, or eco-innovation. It aligns with routine execution rather than criteria I–VI."
non_wawc,21918,17-3011.00,Architectural and Civil Drafters,['Thinking Creatively'],Create graphical representations of civil structures.,,Not Intrapreneurial,High,,,"Draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes.","The task describes routine production of technical drawings from sketches/notes—execution of design documentation without signals of opportunity discovery, advocacy, implementation of new business activities, managerial actions, innovation risk-taking, or explicit eco-innovation measures."
non_wawc,21919,17-3011.00,Architectural and Civil Drafters,['Thinking Creatively'],Create graphical representations of structures or landscapes.,,Intrapreneurial,High,II | III | V.B,Plan and organize / develop presentation method | Lead implementation and coordinate across disciplines | Link groups and shepherd interdisciplinary design work,"Coordinate structural, electrical, and mechanical designs and determine a method of presentation to graphically represent building plans.","Coordinating multidisciplinary designs and determining presentation approach involves planning, organizing, linking groups, and leading implementation of a new representation method—matches planning/preparation and execution and middle-management linking behaviors (II, III, V.B)."
non_wawc,21920,17-3011.00,Architectural and Civil Drafters,['Analyzing Data or Information'],Evaluate technical data to determine effect on designs or plans.,,Not Intrapreneurial,High,,,"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.","This is a routine, compliance-oriented technical analysis task focused on applying regulations to designs rather than generating new opportunities, championing or implementing innovations, or taking managerial entrepreneurial actions. It lacks indicators of idea generation, planning/advocacy for new ventures, implementation of new business activities, risk-taking for innovation, role-level entrepreneurial actions, or eco-innovation objectives."
non_wawc,21921,17-3011.00,Architectural and Civil Drafters,['Thinking Creatively'],Create maps.,,Not Intrapreneurial,High,,,"Draw maps, diagrams, and profiles, using cross-sections and surveys, to represent elevations, topographical contours, subsurface formations, and structures.","The task describes routine technical drafting and representation using surveys and cross-sections—execution/production work without indicators of opportunity discovery, advocacy, planning for new business, risk-taking, managerial actions, or eco-innovation. It aligns with routine service/technical execution rather than criteria I–VI."
non_wawc,21922,17-3011.00,Architectural and Civil Drafters,['Thinking Creatively'],Create graphical representations of structures or landscapes.,,Not Intrapreneurial,High,,,"Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software.","This is a routine technical design/drafting task (CAD layout and planning) focused on executing standard interior arrangements. It lacks signals of opportunity discovery, advocacy, resource acquisition, implementation of new business initiatives, risk-taking, or eco-innovation as defined in criteria I–VI."
non_wawc,21924,17-3011.00,Architectural and Civil Drafters,"['Organizing, Planning, and Prioritizing Work']",Prepare detailed work plans.,,Not Intrapreneurial,High,,,"Determine the order of work and method of presentation, such as orthographic or isometric drawing.","This is a routine planning/organizational drawing task (deciding work order and presentation method) without signals of opportunity discovery, innovation, advocacy, implementation of new business activities, risk-taking, or eco-innovation. It aligns with regular task planning for drafters rather than intrapreneurial behaviors."
non_wawc,21926,17-3011.00,Architectural and Civil Drafters,['Thinking Creatively'],Create graphical representations of structures or landscapes.,,Not Intrapreneurial,High,,,"Draw rough and detailed scale plans for foundations, buildings, and structures, based on preliminary concepts, sketches, engineering calculations, specification sheets, and other data.","The task describes routine drafting and execution of plans from given concepts and data—technical implementation without signs of opportunity discovery, advocacy, leading new initiatives, risk-taking innovation, managerial entrepreneurial actions, or eco-innovation (criteria I–VI)."
