task_id,run1,run2,run3,vote_count,consensus,agreement,unanimous,majority,segment,occupation_title,task_text
18919,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Fundraisers,Monitor progress of fundraising drives.
18924,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Fundraisers,"Write speeches, press releases, or other promotional materials to increase awareness of the causes, missions, or goals of organizations seeking funds."
18926,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Fundraisers,"Conduct research to identify the goals, net worth, charitable donation history, or other data related to potential donors, potential investors, or general donor markets."
18931,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Fundraisers,Write and send letters of thanks to donors.
18932,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Fundraisers,Write reports or prepare presentations to communicate fundraising program data.
18933,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Credit Counselors,"Advise clients or respond to inquiries about financial matters in person or via phone, email, Web site, or Internet chat."
18934,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Credit Counselors,"Assess clients' overall financial situations by reviewing income, assets, debts, expenses, credit reports, or other financial information."
18935,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Credit Counselors,Calculate clients' available monthly income to meet debt obligations.
18936,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Credit Counselors,"Create debt management plans, spending plans, or budgets to assist clients to meet financial goals."
18937,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Credit Counselors,"Estimate time for debt repayment, given amount of debt, interest rates, and available funds."
18938,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Credit Counselors,"Explain services or policies to clients, such as debt management program rules, advantages and disadvantages of using services, or creditor concession policies."
18940,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Credit Counselors,"Maintain or update records of client account activity, including financial transactions, counseling session notes, correspondence, document images, or client inquiries."
18942,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Credit Counselors,Prepare written documents to establish contracts with or communicate financial recommendations to clients.
18943,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Credit Counselors,"Prioritize client debt repayment to avoid dire consequences, such as bankruptcy or foreclosure or to reduce overall costs, such as by paying high-interest or short-term loans first."
18989,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Network Support Specialists,"Analyze network data to determine network usage, disk space availability, or server function."
18991,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Network Support Specialists,Configure security settings or access permissions for groups or individuals.
18992,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Network Support Specialists,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.
18993,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Network Support Specialists,Document network support activities.
19002,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Network Support Specialists,Troubleshoot network or connectivity problems for users or user groups.
19003,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Network Support Specialists,Analyze and report computer network security breaches or attempted breaches.
19004,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Network Support Specialists,Back up network data.
19010,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Network Support Specialists,Provide telephone support related to networking or connectivity issues.
19011,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,Computer Network Support Specialists,Research hardware or software products to meet technical networking or security needs.
19047,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Judicial Law Clerks,"Draft or proofread judicial opinions, decisions, or citations."
19050,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Judicial Law Clerks,"Prepare briefs, legal memoranda, or statements of issues involved in cases, including appropriate suggestions or recommendations."
19051,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Judicial Law Clerks,"Research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court."
19052,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Judicial Law Clerks,"Review complaints, petitions, motions, or pleadings that have been filed to determine issues involved or basis for relief."
19053,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Judicial Law Clerks,Review dockets of pending litigation to ensure adequate progress.
19054,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Judicial Law Clerks,"Verify that all files, complaints, or other papers are available and in the proper order."
19056,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Judicial Law Clerks,Coordinate judges' meeting and appointment schedules.
19057,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Judicial Law Clerks,"Enter information into computerized court calendar, filing, or case management systems."
19559,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Training and Development Specialists,"Evaluate modes of training delivery, such as in-person or virtual, to optimize training effectiveness, training costs, or environmental impacts."
19594,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,"Architects, Except Landscape and Naval",Gather information related to projects' environmental sustainability or operational efficiency.
19596,Not Intrapreneurial,Not Intrapreneurial,Intrapreneurial,3,Not Intrapreneurial,2,False,True,non_wawc,"Architects, Except Landscape and Naval","Plan or design structures such as residences, office buildings, theatres, factories, or other structural properties in accordance with environmental, safety, or other regulations."
19601,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Aerospace Engineers,"Design new or modify existing aerospace systems to reduce polluting emissions, such as nitrogen oxide, carbon monoxide, or smoke emissions."
19607,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Civil Engineers,Design energy-efficient or environmentally sound civil structures.
19648,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,"Energy Engineers, Except Wind and Solar",Write or install energy management routines for building automation systems.
19826,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Present information to customers about the energy efficiency or environmental impact of scientific or technical products.
20009,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,"Remotely monitor the flow of vehicles or inventory, using Web-based logistics information systems to track vehicles or containers."
20058,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Business Teachers, Postsecondary",Develop and maintain course Web sites.
20168,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Treasurers and Controllers,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met."
20184,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Personal Financial Advisors,"Manage client portfolios, keeping client plans up-to-date."
20188,Not Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,2,False,True,non_wawc,Personal Financial Advisors,Monitor financial market trends to ensure that client plans are responsive.
20189,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Personal Financial Advisors,"Recommend financial products, such as stocks, bonds, mutual funds, or insurance."
20242,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Art Directors,"Research current trends and new technology, such as printing production techniques, computer software, and design trends."
20243,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Technical Writers,Develop or maintain online help documentation.
20280,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Use computers for various applications, such as database management or word processing."
20281,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Create, maintain, and enter information into databases."
20282,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material."
20284,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Compose, type, and distribute meeting notes, routine correspondence, or reports, such as presentations or expense, statistical, or monthly reports."
20285,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll."
20318,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.
20319,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.
20321,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,Create content strategies for digital media.
20326,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,Identify appropriate Key Performance Indicators (KPIs) and report key metrics from digital campaigns.
20327,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,"Improve search-related activities through ongoing analysis, experimentation, or optimization tests, using A/B or multivariate methods."
20328,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,Manage tracking and reporting of search-related activities and provide analyses to marketing executives.
20329,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices."
20330,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).
20363,Not Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,2,False,True,non_wawc,Tax Preparers,Answer questions and provide future tax planning to clients.
20438,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Medical Secretaries and Administrative Assistants,"Schedule tests or procedures for patients, such as lab work or x-rays, based on physician orders."
20474,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Training and Development Specialists,"Design, plan, organize, or direct orientation and training programs for employees or customers."
20475,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Training and Development Specialists,"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials."
20476,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Training and Development Specialists,Monitor training costs and prepare budget reports to justify expenditures.
20479,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,"Architects, Except Landscape and Naval","Prepare scale drawings or architectural designs, using computer-aided design or other tools."
20483,Not Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,2,False,True,non_wawc,"Architects, Except Landscape and Naval",Develop final construction plans that include aesthetic representations of the structure or details for its construction.
20486,Not Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,2,False,True,non_wawc,"Architects, Except Landscape and Naval",Plan layouts of structural architectural projects.
20488,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,"Architects, Except Landscape and Naval","Create three-dimensional or interactive representations of designs, using computer-assisted design software."
20491,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Civil Engineers,"Plan and design transportation or hydraulic systems or structures, using computer-assisted design or drawing tools."
20492,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Civil Engineers,"Analyze survey reports, maps, drawings, blueprints, aerial photography, or other topographical or geologic data."
20554,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Public Relations Specialists,Write press releases or other media communications to promote clients.
20557,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Public Relations Specialists,"Prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences."
20558,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Photographers,"Transfer photographs to computers for editing, archiving, and electronic transmission."
20560,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Photographers,Write photograph captions.
20608,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare and submit sales contracts for orders.
20619,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.
20620,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify customer credit ratings.
20726,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Aerospace Engineers,"Develop design criteria for aeronautical or aerospace products or systems, including testing methods, production costs, quality standards, environmental standards, or completion dates."
20735,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,Mechanical Engineers,"Develop or test models of alternate designs or processing methods to assess feasibility, sustainability, operating condition effects, potential new applications, or necessity of modification."
20736,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Mechanical Engineers,"Specify system components or direct modification of products to ensure conformance with engineering design, performance specifications, or environmental regulations."
20737,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Mechanical Engineers,"Assist drafters in developing the structural design of products, using drafting tools or computer-assisted drafting equipment or software."
20846,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Cost Estimators,Collect historical cost data to estimate costs for current or future products.
20854,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,"Energy Engineers, Except Wind and Solar",Identify and recommend energy savings strategies to achieve more energy-efficient operation.
20858,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,"Energy Engineers, Except Wind and Solar",Verify energy bills and meter readings.
20861,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,"Energy Engineers, Except Wind and Solar",Prepare energy-related project reports or related documentation.
20875,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Precision Agriculture Technicians,"Analyze geospatial data to determine agricultural implications of factors such as soil quality, terrain, field productivity, fertilizers, or weather conditions."
20877,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Lawyers,"Prepare, draft, and review legal documents, such as wills, deeds, patent applications, mortgages, leases, and contracts."
20900,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Travel Agents,"Record and maintain information on clients, vendors, and travel packages."
20908,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Proofreaders and Copy Markers,"Archive documents, conduct research, and read copy, using the internet and various computer programs."
20942,Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Intrapreneurial,2,False,True,non_wawc,Supply Chain Managers,"Determine appropriate equipment and staffing levels to load, unload, move, or store materials."
20943,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Supply Chain Managers,"Manage activities related to strategic or tactical purchasing, material requirements planning, controlling inventory, warehousing, or receiving."
20945,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Supply Chain Managers,Monitor suppliers' activities to assess performance in meeting quality or delivery requirements.
20946,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Supply Chain Managers,Monitor forecasts and quotas to identify changes and predict effects on supply chain activities.
20950,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.
20976,Not Intrapreneurial,Not Intrapreneurial,,2,Not Intrapreneurial,2,False,True,non_wawc,Transportation Planners,"Interpret data from traffic modeling software, geographic information systems, or associated databases."
21000,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Editors,"Write text, such as stories, articles, editorials, or newsletters."
21049,Not Intrapreneurial,Not Intrapreneurial,Ambiguous,3,Not Intrapreneurial,2,False,True,middle60,Computer Programmers,Develop Web sites.
21078,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Legal Secretaries and Administrative Assistants,"Prepare, proofread, or process legal documents, such as summonses, subpoenas, complaints, appeals, motions, or pretrial agreements."
21079,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Legal Secretaries and Administrative Assistants,Make travel arrangements for attorneys.
21097,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Human Resources Specialists,Administer employee benefit plans.
21165,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Tax Preparers,Schedule appointments with clients.
21314,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Financial Managers,Prepare operational or risk reports for management analysis.
21315,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Financial Managers,Evaluate data pertaining to costs to plan budgets.
21317,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Financial Managers,"Examine, evaluate, or process loan applications."
21318,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Financial Managers,"Approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans."
21321,Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,2,False,True,top20,Financial Managers,Develop or analyze information to assess the current or future financial status of firms.
21326,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Financial Managers,Review collection reports to determine the status of collections and the amounts of outstanding balances.
21329,Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Intrapreneurial,2,False,True,top20,Financial Managers,Review reports of securities transactions or price lists to analyze market conditions.
21447,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Compliance Officers,"Evaluate applications, records, or documents to gather information about eligibility or liability issues."
21448,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Compliance Officers,"Advise licensees or other individuals or groups concerning licensing, permit, or passport regulations."
21449,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Compliance Officers,"Prepare reports of activities, evaluations, recommendations, or decisions."
21457,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Compliance Officers,Prepare correspondence to inform concerned parties of licensing decisions or appeals processes.
21511,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Accountants and Auditors,"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity."
21514,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Accountants and Auditors,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards."
21515,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Accountants and Auditors,Prepare adjusting journal entries.
21516,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Accountants and Auditors,Review accounts for discrepancies and reconcile differences.
21519,Not Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,2,False,True,non_wawc,Accountants and Auditors,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice."
21520,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Accountants and Auditors,Report to management regarding the finances of establishment.
21522,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Accountants and Auditors,"Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets."
21549,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential."
21550,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,"Prepare written reports that estimate property values, outline methods by which the estimations were made, and meet appraisal standards."
21552,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,Collect and analyze relevant data to identify real estate market trends.
21553,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,"Prepare and maintain current data on each parcel assessed, including maps of boundaries, inventories of land and structures, property characteristics, and any applicable exemptions."
21555,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,Identify the ownership of each piece of taxable property.
21557,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,Complete and maintain assessment rolls that show the assessed values and status of all property in a municipality.
21558,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,"Review information about transfers of property to ensure its accuracy, checking basic information on buyers, sellers, and sales prices and making corrections as necessary."
21562,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,Examine income records and operating costs of income properties.
21565,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,"Search public records for transactions such as sales, leases, and assessments."
21566,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,Check building codes and zoning bylaws to determine any effects on the properties being appraised.
21567,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,Verify legal descriptions of properties by comparing them to county records.
21570,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Appraisers and Assessors of Real Estate,Obtain county land values and sales information about nearby properties to aid in establishment of property values.
21917,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Architectural and Civil Drafters,"Produce drawings, using computer-assisted drafting systems (CAD) or drafting machines, or by hand, using compasses, dividers, protractors, triangles, and other drafting devices."
21918,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Architectural and Civil Drafters,"Draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes."
21919,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Architectural and Civil Drafters,"Coordinate structural, electrical, and mechanical designs and determine a method of presentation to graphically represent building plans."
21920,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Architectural and Civil Drafters,"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs."
21921,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Architectural and Civil Drafters,"Draw maps, diagrams, and profiles, using cross-sections and surveys, to represent elevations, topographical contours, subsurface formations, and structures."
